file,subsystem,category,evidence,replacement,priority,activity,sha256,upstream_sha256,upstream_normalized_sha256,alpha3_equal,review_status
third_party/2ship/mm/assets/interface/icon_item_dungeon_static/icon_item_dungeon_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,af8318f7117f50af4589038bc06ac1b439a420cd7d8eb350de6c3aeddfe96431,af8318f7117f50af4589038bc06ac1b439a420cd7d8eb350de6c3aeddfe96431,af8318f7117f50af4589038bc06ac1b439a420cd7d8eb350de6c3aeddfe96431,False,verified-upstream
third_party/2ship/mm/assets/interface/icon_item_field_static/icon_item_field_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,a4892badac0286da0df5295ada255b0ba8b6f86cc24e0663c41a51fa2561006c,a4892badac0286da0df5295ada255b0ba8b6f86cc24e0663c41a51fa2561006c,a4892badac0286da0df5295ada255b0ba8b6f86cc24e0663c41a51fa2561006c,False,verified-upstream
third_party/2ship/mm/assets/interface/icon_item_gameover_static/icon_item_gameover_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,720d1795b2fb731ec789262f891308dc07cd7c5803a41e5ee8faf8b1ab2a4452,720d1795b2fb731ec789262f891308dc07cd7c5803a41e5ee8faf8b1ab2a4452,720d1795b2fb731ec789262f891308dc07cd7c5803a41e5ee8faf8b1ab2a4452,False,verified-upstream
third_party/2ship/mm/assets/interface/icon_item_jpn_static/icon_item_jpn_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,b77dde328fe1002a370062c152853b03d80df89afc6262d54dd692e0872f4c00,b77dde328fe1002a370062c152853b03d80df89afc6262d54dd692e0872f4c00,b77dde328fe1002a370062c152853b03d80df89afc6262d54dd692e0872f4c00,False,verified-upstream
third_party/2ship/mm/assets/interface/icon_item_vtx_static/icon_item_vtx_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,6828d9fb5acb27656a9a7cd9497c406e5474cfbc5e01a6c9c16572e6a311e134,6828d9fb5acb27656a9a7cd9497c406e5474cfbc5e01a6c9c16572e6a311e134,6828d9fb5acb27656a9a7cd9497c406e5474cfbc5e01a6c9c16572e6a311e134,False,verified-upstream
third_party/2ship/mm/assets/interface/message_static/message_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,5f94f411deb26e956f49ca6e2b88f564b08857723d3b621ba75b4c165cdfda60,5f94f411deb26e956f49ca6e2b88f564b08857723d3b621ba75b4c165cdfda60,5f94f411deb26e956f49ca6e2b88f564b08857723d3b621ba75b4c165cdfda60,False,verified-upstream
third_party/2ship/mm/assets/interface/message_texture_static/message_texture_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,cfc112b21a77fc7aa6bfef9a160f7fe92cfce0f062f8ef4e520738ea655a3eba,cfc112b21a77fc7aa6bfef9a160f7fe92cfce0f062f8ef4e520738ea655a3eba,cfc112b21a77fc7aa6bfef9a160f7fe92cfce0f062f8ef4e520738ea655a3eba,False,verified-upstream
third_party/2ship/mm/assets/interface/nes_font_static/nes_font_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,8779ec2b1e8cd2411e37b27e0ce40ec46439ab1a4128c38173046b04c5d1996f,8779ec2b1e8cd2411e37b27e0ce40ec46439ab1a4128c38173046b04c5d1996f,8779ec2b1e8cd2411e37b27e0ce40ec46439ab1a4128c38173046b04c5d1996f,False,verified-upstream
third_party/2ship/mm/assets/interface/parameter_static/parameter_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,6471d0e59dc4d5898f8e5b9e6c528ca06676555545dd841a0aee60b7119337cb,6471d0e59dc4d5898f8e5b9e6c528ca06676555545dd841a0aee60b7119337cb,6471d0e59dc4d5898f8e5b9e6c528ca06676555545dd841a0aee60b7119337cb,False,verified-upstream
third_party/2ship/mm/assets/interface/schedule_static/schedule_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,1210007e6d9d1818b2c3a7df81fb38d96b6d55eac14eab9da1b71f18c5e9eaae,1210007e6d9d1818b2c3a7df81fb38d96b6d55eac14eab9da1b71f18c5e9eaae,1210007e6d9d1818b2c3a7df81fb38d96b6d55eac14eab9da1b71f18c5e9eaae,False,verified-upstream
third_party/2ship/mm/assets/interface/week_static/week_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,9ab63ff2c7c6bb834d7f3b885e0c0b9ee407f035c1e7324d79a363b658719fe6,9ab63ff2c7c6bb834d7f3b885e0c0b9ee407f035c1e7324d79a363b658719fe6,9ab63ff2c7c6bb834d7f3b885e0c0b9ee407f035c1e7324d79a363b658719fe6,False,verified-upstream
third_party/2ship/mm/assets/misc/daytelop_static/daytelop_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,bcb4362f601227f833a303bad4474f0886c42a8526b9a3f734f6ce8f65cb19c7,bcb4362f601227f833a303bad4474f0886c42a8526b9a3f734f6ce8f65cb19c7,bcb4362f601227f833a303bad4474f0886c42a8526b9a3f734f6ce8f65cb19c7,False,verified-upstream
third_party/2ship/mm/assets/misc/esp_daytelop_static/esp_daytelop_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,b06d313bca7890762bf06943721c19e6f34332f3efdc3c2f0030840e05915178,b06d313bca7890762bf06943721c19e6f34332f3efdc3c2f0030840e05915178,b06d313bca7890762bf06943721c19e6f34332f3efdc3c2f0030840e05915178,False,verified-upstream
third_party/2ship/mm/assets/misc/fra_daytelop_static/fra_daytelop_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,1a31d19fb64cb540373449116ef59907e30ab3f17aa5472deabd6ddcc0c42661,1a31d19fb64cb540373449116ef59907e30ab3f17aa5472deabd6ddcc0c42661,1a31d19fb64cb540373449116ef59907e30ab3f17aa5472deabd6ddcc0c42661,False,verified-upstream
third_party/2ship/mm/assets/misc/ger_daytelop_static/ger_daytelop_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,a636fd1a8e4b440ca048180289607e338a51470b786be28ce6dee1933df4cbf2,a636fd1a8e4b440ca048180289607e338a51470b786be28ce6dee1933df4cbf2,a636fd1a8e4b440ca048180289607e338a51470b786be28ce6dee1933df4cbf2,False,verified-upstream
third_party/2ship/mm/assets/misc/link_animetion/link_animetion.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,a1b0577943e7fe9310d77c65d862d66dca1e096c6ae190d5962b0346ad1fa60e,a1b0577943e7fe9310d77c65d862d66dca1e096c6ae190d5962b0346ad1fa60e,a1b0577943e7fe9310d77c65d862d66dca1e096c6ae190d5962b0346ad1fa60e,False,verified-upstream
third_party/2ship/mm/assets/misc/locerrmsg/locerrmsg.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,a63d4b9e0dc13ed6591e6511f398ee1b1fef213209267a59a451917d880fb0e9,a63d4b9e0dc13ed6591e6511f398ee1b1fef213209267a59a451917d880fb0e9,a63d4b9e0dc13ed6591e6511f398ee1b1fef213209267a59a451917d880fb0e9,False,verified-upstream
third_party/2ship/mm/assets/misc/memerrmsg/memerrmsg.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,73c444c8c11accfeb33e74bd993da10d46d936c221b77cd02481ecca2a07820c,73c444c8c11accfeb33e74bd993da10d46d936c221b77cd02481ecca2a07820c,73c444c8c11accfeb33e74bd993da10d46d936c221b77cd02481ecca2a07820c,False,verified-upstream
third_party/2ship/mm/assets/misc/nintendo_rogo_static/nintendo_rogo_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,91e94f1167d1c264d92c88d9596494a37205392bae89f222f8353f086d017bd7,91e94f1167d1c264d92c88d9596494a37205392bae89f222f8353f086d017bd7,91e94f1167d1c264d92c88d9596494a37205392bae89f222f8353f086d017bd7,False,verified-upstream
third_party/2ship/mm/assets/misc/scene_texture_01/scene_texture_01.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,4bbbf0e615e746e2606bcbd77bbcd98e222738b2939931a89471a7b616ae5b2e,4bbbf0e615e746e2606bcbd77bbcd98e222738b2939931a89471a7b616ae5b2e,4bbbf0e615e746e2606bcbd77bbcd98e222738b2939931a89471a7b616ae5b2e,False,verified-upstream
third_party/2ship/mm/assets/misc/scene_texture_02/scene_texture_02.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,54e6e8caaa7b067663e4054cc30298ad3a203645f5401aa995e037e3b9a3c38b,54e6e8caaa7b067663e4054cc30298ad3a203645f5401aa995e037e3b9a3c38b,54e6e8caaa7b067663e4054cc30298ad3a203645f5401aa995e037e3b9a3c38b,False,verified-upstream
third_party/2ship/mm/assets/misc/scene_texture_03/scene_texture_03.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,da58b12addd27aa1a8b999b65fb9d430ca8405e5addf1542086d75224bc75a97,da58b12addd27aa1a8b999b65fb9d430ca8405e5addf1542086d75224bc75a97,da58b12addd27aa1a8b999b65fb9d430ca8405e5addf1542086d75224bc75a97,False,verified-upstream
third_party/2ship/mm/assets/misc/scene_texture_04/scene_texture_04.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,a986c387f6a954c76be7bef68738b373fbcfedf41f8c12f524df74a0362d1cb2,a986c387f6a954c76be7bef68738b373fbcfedf41f8c12f524df74a0362d1cb2,a986c387f6a954c76be7bef68738b373fbcfedf41f8c12f524df74a0362d1cb2,False,verified-upstream
third_party/2ship/mm/assets/misc/scene_texture_05/scene_texture_05.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,d5d725629f559c0c22c59ed95b2c4a9016376d19ce6a6d7804c1e01cf0611fbf,d5d725629f559c0c22c59ed95b2c4a9016376d19ce6a6d7804c1e01cf0611fbf,d5d725629f559c0c22c59ed95b2c4a9016376d19ce6a6d7804c1e01cf0611fbf,False,verified-upstream
third_party/2ship/mm/assets/misc/scene_texture_06/scene_texture_06.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,186ed8f5598308c721c62f6c2cd227d7f320745048c2658ce41e5a90636a9bea,186ed8f5598308c721c62f6c2cd227d7f320745048c2658ce41e5a90636a9bea,186ed8f5598308c721c62f6c2cd227d7f320745048c2658ce41e5a90636a9bea,False,verified-upstream
third_party/2ship/mm/assets/misc/scene_texture_07/scene_texture_07.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,d8295e1068d4ac304ed2ae38c030abba3fe0e4f2e87fe005de50d2429ef0f4c9,d8295e1068d4ac304ed2ae38c030abba3fe0e4f2e87fe005de50d2429ef0f4c9,d8295e1068d4ac304ed2ae38c030abba3fe0e4f2e87fe005de50d2429ef0f4c9,False,verified-upstream
third_party/2ship/mm/assets/misc/scene_texture_08/scene_texture_08.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,efcb7778d34a324c93f79772b16be53790130ff5c80d151115392a62d521d20c,efcb7778d34a324c93f79772b16be53790130ff5c80d151115392a62d521d20c,efcb7778d34a324c93f79772b16be53790130ff5c80d151115392a62d521d20c,False,verified-upstream
third_party/2ship/mm/assets/misc/skyboxes/d2_cloud_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,51ed888ac230326806d63ecdd5266c2b69ca5ca36c4bedc40e9bad1ccb7f9cfd,51ed888ac230326806d63ecdd5266c2b69ca5ca36c4bedc40e9bad1ccb7f9cfd,51ed888ac230326806d63ecdd5266c2b69ca5ca36c4bedc40e9bad1ccb7f9cfd,False,verified-upstream
third_party/2ship/mm/assets/misc/skyboxes/d2_fine_pal_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,0fe9934f877fcf06d3706f9499bc83c08b5212bf4447e4561b5de513d2b6d9e1,0fe9934f877fcf06d3706f9499bc83c08b5212bf4447e4561b5de513d2b6d9e1,0fe9934f877fcf06d3706f9499bc83c08b5212bf4447e4561b5de513d2b6d9e1,False,verified-upstream
third_party/2ship/mm/assets/misc/skyboxes/d2_fine_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,63b4f814cc39427d09c661f3a5a11cb7f8ddeaccf2189b207ce82ec854eca116,63b4f814cc39427d09c661f3a5a11cb7f8ddeaccf2189b207ce82ec854eca116,63b4f814cc39427d09c661f3a5a11cb7f8ddeaccf2189b207ce82ec854eca116,False,verified-upstream
third_party/2ship/mm/assets/misc/story_static/story_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,d1250433716c5e88c4ec96c0bc1fcb16ab8a7a18c6ae4fa85ec7df0708432e91,d1250433716c5e88c4ec96c0bc1fcb16ab8a7a18c6ae4fa85ec7df0708432e91,d1250433716c5e88c4ec96c0bc1fcb16ab8a7a18c6ae4fa85ec7df0708432e91,False,verified-upstream
third_party/2ship/mm/assets/misc/title_static/title_static.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,47c5d12d21f8295b0cf92a170e54417ee0aed147bae6927ca3145c17dd550858,47c5d12d21f8295b0cf92a170e54417ee0aed147bae6927ca3145c17dd550858,47c5d12d21f8295b0cf92a170e54417ee0aed147bae6927ca3145c17dd550858,False,verified-upstream
third_party/2ship/mm/assets/objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,27aa549dbe5a502592f2b831e07a83e057e6913cdd09b5befc4eebc06f88077c,27aa549dbe5a502592f2b831e07a83e057e6913cdd09b5befc4eebc06f88077c,27aa549dbe5a502592f2b831e07a83e057e6913cdd09b5befc4eebc06f88077c,False,verified-upstream
third_party/2ship/mm/assets/objects/gameplay_field_keep/gameplay_field_keep.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,7ab61a89f556fa3ad5b3ef26f72302c0388594bcb2684295212369e860e3352f,7ab61a89f556fa3ad5b3ef26f72302c0388594bcb2684295212369e860e3352f,7ab61a89f556fa3ad5b3ef26f72302c0388594bcb2684295212369e860e3352f,False,verified-upstream
third_party/2ship/mm/assets/objects/gameplay_keep/gameplay_keep.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,3fce86b653fad3711c4948b231438bdcfbbafcc154e3f4aea3f6d6396244f5c9,3fce86b653fad3711c4948b231438bdcfbbafcc154e3f4aea3f6d6396244f5c9,3fce86b653fad3711c4948b231438bdcfbbafcc154e3f4aea3f6d6396244f5c9,False,verified-upstream
third_party/2ship/mm/assets/objects/object_ah/object_ah.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,fd710fe34d83c2f5cfd7487cdefb29aef8dd9af2047a3a38355e3ae3a19cdd2b,fd710fe34d83c2f5cfd7487cdefb29aef8dd9af2047a3a38355e3ae3a19cdd2b,fd710fe34d83c2f5cfd7487cdefb29aef8dd9af2047a3a38355e3ae3a19cdd2b,False,verified-upstream
third_party/2ship/mm/assets/objects/object_ahg/object_ahg.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,abac2664f388e24760de87eff4bab4ee66cb1c8766623c3bcc87e3d690bc45fb,abac2664f388e24760de87eff4bab4ee66cb1c8766623c3bcc87e3d690bc45fb,abac2664f388e24760de87eff4bab4ee66cb1c8766623c3bcc87e3d690bc45fb,False,verified-upstream
third_party/2ship/mm/assets/objects/object_al/object_al.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,3387b59a7d611cf5b5a485ac628875587a828881ca818155485dbd237c0e4c04,3387b59a7d611cf5b5a485ac628875587a828881ca818155485dbd237c0e4c04,3387b59a7d611cf5b5a485ac628875587a828881ca818155485dbd237c0e4c04,False,verified-upstream
third_party/2ship/mm/assets/objects/object_am/object_am.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,00c4c2cef5f02ed2f10a4a4121c27fe989f97d84fc42974ed80f145f0d98f823,00c4c2cef5f02ed2f10a4a4121c27fe989f97d84fc42974ed80f145f0d98f823,00c4c2cef5f02ed2f10a4a4121c27fe989f97d84fc42974ed80f145f0d98f823,False,verified-upstream
third_party/2ship/mm/assets/objects/object_an1/object_an1.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,b31d88d29e0bb5f89326005c7ec41d044eed11a7a9539f1e944507f1b16da6e7,b31d88d29e0bb5f89326005c7ec41d044eed11a7a9539f1e944507f1b16da6e7,b31d88d29e0bb5f89326005c7ec41d044eed11a7a9539f1e944507f1b16da6e7,False,verified-upstream
third_party/2ship/mm/assets/objects/object_an2/object_an2.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,24306cb66fc00369ae4acc91fa50c8dff07b0153d6e18e4ca7e4ebb966e75c64,24306cb66fc00369ae4acc91fa50c8dff07b0153d6e18e4ca7e4ebb966e75c64,24306cb66fc00369ae4acc91fa50c8dff07b0153d6e18e4ca7e4ebb966e75c64,False,verified-upstream
third_party/2ship/mm/assets/objects/object_an3/object_an3.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,4479c47476c2f95758d3476fdff96680065cf6480aad28231679009af73d7c31,4479c47476c2f95758d3476fdff96680065cf6480aad28231679009af73d7c31,4479c47476c2f95758d3476fdff96680065cf6480aad28231679009af73d7c31,False,verified-upstream
third_party/2ship/mm/assets/objects/object_an4/object_an4.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,7941cd46dbce0234341cd22d14fad5b83074b78d43114a6fb0c138792d068dbb,7941cd46dbce0234341cd22d14fad5b83074b78d43114a6fb0c138792d068dbb,7941cd46dbce0234341cd22d14fad5b83074b78d43114a6fb0c138792d068dbb,False,verified-upstream
third_party/2ship/mm/assets/objects/object_and/object_and.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,9f14680ad8d3cfabc55b7836b68d249d49c7ba77d4c88f6beb06489d26ff6783,9f14680ad8d3cfabc55b7836b68d249d49c7ba77d4c88f6beb06489d26ff6783,9f14680ad8d3cfabc55b7836b68d249d49c7ba77d4c88f6beb06489d26ff6783,False,verified-upstream
third_party/2ship/mm/assets/objects/object_ani/object_ani.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,6353e8764018e77dafc5ccadad07e7692b0b2edaf6e13ec80a03b5cac0009873,6353e8764018e77dafc5ccadad07e7692b0b2edaf6e13ec80a03b5cac0009873,6353e8764018e77dafc5ccadad07e7692b0b2edaf6e13ec80a03b5cac0009873,False,verified-upstream
third_party/2ship/mm/assets/objects/object_aob/object_aob.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,fc9c777c2ae48d8eb1fef88bc51b2fecc8ab9600fb00f12f7900fdcc49c6bf23,fc9c777c2ae48d8eb1fef88bc51b2fecc8ab9600fb00f12f7900fdcc49c6bf23,fc9c777c2ae48d8eb1fef88bc51b2fecc8ab9600fb00f12f7900fdcc49c6bf23,False,verified-upstream
third_party/2ship/mm/assets/objects/object_astr_obj/object_astr_obj.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,435ad88d7443f9b829b908c8f6ac18c2ebd10c5bacc7971e52b7d1192e492754,435ad88d7443f9b829b908c8f6ac18c2ebd10c5bacc7971e52b7d1192e492754,435ad88d7443f9b829b908c8f6ac18c2ebd10c5bacc7971e52b7d1192e492754,False,verified-upstream
third_party/2ship/mm/assets/objects/object_az/object_az.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,8c91997133ae7e84a44777b066fa2bf24f9a1d67692962e948e189acf830f8ef,8c91997133ae7e84a44777b066fa2bf24f9a1d67692962e948e189acf830f8ef,8c91997133ae7e84a44777b066fa2bf24f9a1d67692962e948e189acf830f8ef,False,verified-upstream
third_party/2ship/mm/assets/objects/object_b_heart/object_b_heart.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,32d71d82adb2b80066c516358852b0244f364068761186ed654fe7d45867d9c0,32d71d82adb2b80066c516358852b0244f364068761186ed654fe7d45867d9c0,32d71d82adb2b80066c516358852b0244f364068761186ed654fe7d45867d9c0,False,verified-upstream
third_party/2ship/mm/assets/objects/object_bai/object_bai.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,1c4c07eb5dbf7a05b577035a4468ebe386ef03976cad8107be6c33e4000a2b2f,1c4c07eb5dbf7a05b577035a4468ebe386ef03976cad8107be6c33e4000a2b2f,1c4c07eb5dbf7a05b577035a4468ebe386ef03976cad8107be6c33e4000a2b2f,False,verified-upstream
third_party/2ship/mm/assets/objects/object_bal/object_bal.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,6623122832d70e6d6eb0b0988647800de1248ec00001af03d908edeacd868974,6623122832d70e6d6eb0b0988647800de1248ec00001af03d908edeacd868974,6623122832d70e6d6eb0b0988647800de1248ec00001af03d908edeacd868974,False,verified-upstream
third_party/2ship/mm/assets/objects/object_bat/object_bat.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,1f94d945370b8c5bb3e631fa6557bafe47859a4c4885c1f8831fbd7976bdf4d6,1f94d945370b8c5bb3e631fa6557bafe47859a4c4885c1f8831fbd7976bdf4d6,1f94d945370b8c5bb3e631fa6557bafe47859a4c4885c1f8831fbd7976bdf4d6,False,verified-upstream
third_party/2ship/mm/assets/objects/object_bb/object_bb.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,02cd2a0e7aa7478b7b50bb55158cd97f14a50daf3e1c5d93d6267ff92e6d4546,02cd2a0e7aa7478b7b50bb55158cd97f14a50daf3e1c5d93d6267ff92e6d4546,02cd2a0e7aa7478b7b50bb55158cd97f14a50daf3e1c5d93d6267ff92e6d4546,False,verified-upstream
third_party/2ship/mm/assets/objects/object_bba/object_bba.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,765f91885acd6f9d38096505bb768359b5a1ccc58be9a729bfda63c141134e9e,765f91885acd6f9d38096505bb768359b5a1ccc58be9a729bfda63c141134e9e,765f91885acd6f9d38096505bb768359b5a1ccc58be9a729bfda63c141134e9e,False,verified-upstream
third_party/2ship/mm/assets/objects/object_bdoor/object_bdoor.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,552c81c8cccf9e2378d2736cee3d8b60754ee66dfebf6caa1a7afaab8751516e,552c81c8cccf9e2378d2736cee3d8b60754ee66dfebf6caa1a7afaab8751516e,552c81c8cccf9e2378d2736cee3d8b60754ee66dfebf6caa1a7afaab8751516e,False,verified-upstream
third_party/2ship/mm/assets/objects/object_bee/object_bee.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,1fbf02b8d423926ffbbc2bf8ce80fa9bd21b1639866f5336ca7bfd19f67538c4,1fbf02b8d423926ffbbc2bf8ce80fa9bd21b1639866f5336ca7bfd19f67538c4,1fbf02b8d423926ffbbc2bf8ce80fa9bd21b1639866f5336ca7bfd19f67538c4,False,verified-upstream
third_party/2ship/mm/assets/objects/object_bg/object_bg.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,f378abc6f0afec3767f6aa465837c7abd90454f53bc24419760e33f795dc17e5,f378abc6f0afec3767f6aa465837c7abd90454f53bc24419760e33f795dc17e5,f378abc6f0afec3767f6aa465837c7abd90454f53bc24419760e33f795dc17e5,False,verified-upstream
third_party/2ship/mm/assets/objects/object_bh/object_bh.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,810688d2ad4a77ea99262a4efd5d5367e2e7b3d7d6b9dcc8024fc65736a5d1c7,810688d2ad4a77ea99262a4efd5d5367e2e7b3d7d6b9dcc8024fc65736a5d1c7,810688d2ad4a77ea99262a4efd5d5367e2e7b3d7d6b9dcc8024fc65736a5d1c7,False,verified-upstream
third_party/2ship/mm/assets/objects/object_big_fwall/object_big_fwall.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,3e196546a907d8782ead52a99eb6a9337bd4a9b91f6b1ebb797fe398202c9e01,3e196546a907d8782ead52a99eb6a9337bd4a9b91f6b1ebb797fe398202c9e01,3e196546a907d8782ead52a99eb6a9337bd4a9b91f6b1ebb797fe398202c9e01,False,verified-upstream
third_party/2ship/mm/assets/objects/object_bigicicle/object_bigicicle.h,game/resources,C,Matches actual pinned official upstream bytes after CRLF normalization; upstream authors retained.,no,preserve,source inventory; build membership not inferred,5c3913360655a61ea832d9f97541b735c225e82f32eacf95b8fd09c4b1d2e80d,5c3913360655a61ea832d9f97541b735c225e82f32eacf95b8fd09c4b1d2e80d,5c3913360655a61ea832d9f97541b735c225e82f32eacf95b8fd09c4b1d2e80d,False,verified-upstream
